CATEGORYID;ASSETID;ASSETDESC;P_MANUFACTURERID;P_MANUFACTURERID_DESC;DATEMANUFACTURE;NATIONALFACT;FIELDDESC;OWNER;OWNER_DESC;LOAI;LOAI_DESC;U_TT;U_TT_DESC;KIEU_DAPHQ;KIEU_DAPHQ_DESC;I_DM;I_DM_DESC;U_DM;U_DM_DESC;KIEU_CD;KIEU_CD_DESC;TG_CATNM;TG_CATNM_DESC;PHA;PHA_DESC;KIEU_MC;KIEU_MC_DESC;KNCDNMDM;KNCDNMDM_DESC;CT_DC;CT_DC_DESC
0110D00_MC;PB-0110D00-MC11653838;DAU GIAY_112_MC.112;HSX.00505;GE T&D - INDIA;2020;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100080;1;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12250607;CT14CMMC172-2021;HSX.00505;GE T&D - INDIA;2020;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12251901;CT14CMMC173-2021;HSX.00505;GE T&D - INDIA;2020;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12251959;CT14CMMC174-2021;HSX.00505;GE T&D - INDIA;2020;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12252290;CT14CMMC112-2021;HSX.00505;GE T&D - INDIA;2020;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12415419;CT03DL1MC131-01/19;HSX.00505;GE T&D - INDIA;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.145;CT04TDHMC131-08/2005;HSX.00046;Alstom;2004;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.206;CT04BBMC112-05/2011;HSX.00046;Alstom;2002;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2736;CT08MTMC172-10/02;HSX.00046;Alstom;2002;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2740;CT08MTMC173-10/02;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2741;CT08MTMC132-10/02;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2200;CT18THAPCHAMMC172-09/02;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2975;172 CL;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.1016;CT11LONG HOA-MC112-03/03;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.3483;CT03DTRMC172-01/01;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.3615;Máy cắt 171;HSX.00046;Alstom;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.3616;Máy cắt 172;HSX.00046;Alstom;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.5286;CT11CANTHO MC112-02/13;HSX.00046;Alstom;2001;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.588;CT13RGMC132-12/02;HSX.00046;Alstom;NULL;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC9180424;CT15MYXUANB1MC132-23/04/16;HSX.00046;Alstom;2011;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.44;CT04BAMC171-04/2004;HSX.00046;Alstom;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC18006042;CT13RACHGIA-MC132-01/12/2018;HSX.00311;Siemens;2016;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC18006043;CT13RACHGIA-MC131-13/10/2017;HSX.00311;Siemens;2015;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC18006044;CT13RACHGIA-MC171-13/10/2017;HSX.00311;Siemens;2016;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC11388252;CT14THANHDONGMC175-11/19;HSX.00311;Siemens;2018;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB.2280377;CT11THOITHUAN-MC171-05/2015;HSX.00046;Alstom;2014;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99020;GL312F1/4031P;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB.1794298;CT16CAUNGANG-MC131-30.12.2017;HSX.00046;Alstom;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99020;GL312F1/4031P;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12415502;MC.CT02DUCLINHMC131 - 21/08/2013;HSX.00311;Siemens;2013;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC12886661;MC 112 BDang 2018;HSX.00311;Siemens;2017;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC1194626;CT17VINHCHAU-MC132-09/12/2017;HSX.00311;Siemens;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC9377881;MC132 (sử dụng lại MC T101 củ ngày 30/12/2020);HSX.00311;Siemens;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2886;CT06MHMC131-11/2022;HSX.00311;Siemens;2022;TB040.00021;Trung Quốc;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC14498641;CT03LAMHAMC112-3/2023;HSX.00311;Siemens;2022;TB040.00021;Trung Quốc;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6019;CT13GIONGRIENGMC131-04/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100080;1;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC14295078;CT13KL2MCT101-09/09;HSX.00046;Alstom;1999;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.599;CT13KL2MCT101-09/09;HSX.00046;Alstom;1999;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6509;CT06LONGHIEPMC172_11/2016;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100027;2500;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6030;CT15THANGTAMMC132-23/04/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6491;CT13GIONGRIENGMC112-12/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100080;1;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6492;CT13GIONGRIENGMC132-12/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100080;1;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6481;CT13MINHPHONGMC112-12/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6482;CT13MINHPHONGMC131-12/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6451;CT15DONGXUYENMC112-27/11/16;HSX.00046;Alstom;2016;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99019;GL312F1;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;TBI_CT_MC_KNCDNMDM_01;31.5kA/1s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
